,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,userid,postCount,followerCount,folloingCount,pidCount,likeCount,commentCount,commentUserList
27,27.0,27.0,0.0,mohammadmandegar_org,22,3938,187,12,48966,1426,"['behzad.tabesh', 'mehdisaei969', 'sahar._.cilp', 'mehran_gh6992', 'butickesherotarane', 'aramise65', 'mohammadmandegar_fan', 'mostafan.10', '___siminsa', 'shah.ab9512', 'gh.shafieian58', 'ali_saberi1377', 'yaserfakhim_official', 'bahar99464', 'mohamadghorbani1222', 'rimaaa590', 'paradox_org_ir', 'majid.mirzaei795', 'elnaz_student', 'mozhganmosavi1', 'vahidmosavi9747035', 'sahar_zandi7273', 'reza.yazdanian2946', 'shade13979', 'hamedjohary865', 'danial_farahani84', 'mrkat2019', 'imina___fr', 'love__fann', 'mh_e1998', '_nasrin_ap_']"
28,28.0,28.0,0.0,hasel.darkaleh,69,9094,6100,12,6205,1558,"['farhad.jadgall', 'shoeib_darkaleh_cfz', 'mostak__9656', 'kamal_30fz', 'faisal_darkaleh', 'ejaz_darkaleh', 'vahid_darkaleh_cfz', 'ghadri_cfz', 'djmehran6965', 'javid_darkaleh_cfz', '_kaka_0074', 'mr.__.jadgal', '_f4rsh1d', 'riyaz_darkaleh_cfz', 'arjun_cfz', 'kaka_.4rmeen', 'momtaz.biwas', 'zober_jadgalll', 'mosen_shed9207', 'faramarz_baloch99', 'miiim22__', 'hadi.__.baloch']"
29,29.0,29.0,0.0,shoeib_darkaleh_cfz,30,3159,1152,24,6102,1258,"['ngar_bloch', 'asghar_dorkaleh_cfz', 'ms_lm8947', 'haji_f_1998', 'haref.dorkaleh.cfz', 'amir._.d.1996', 'faisal_darkaleh', 'sbkhy478', 'kaka.amed', 'javid_darkaleh_cfz', 'banook_sarbazi_1380', 'j4v4d_.30.fz', 'saeed_dortakide7074', 'w969z', 'nasrollah_darkaleh_cfz', 'roshanzahi_1710', 'faramarz_baloch99', 'sidig_sh4h', 'marzieh_3954']"
30,30.0,30.0,0.0,eli_.829,11,5968,1087,11,6597,1889,"['junaid__db', 'amix_16k', 'abdollaofficial', '9891208ahmad_sf', 'hoot_.aslam', 'lal_jan_hoot', 'kaka.khalil.1380', 'bashir_bidar', 's7l0o_.nx', 'i_3ima.__', '4ing_sami', 'hell_boy2700', 'j4v4d_.30.fz', 'baseet_omara3', 'soheil.sozoki', 'clip_shad_99', 'esmaeil_mirbalouchzahi_9005', 'zahed_30.f.z', '_gebyweh.euneng', 'eqbal._.0098', 'i.naila_cfz', 'i_sam0lwa_', 'salman_is_back']"
31,31.0,31.0,0.0,haref.dorkaleh.cfz,4,3083,564,4,4294,686,"['nazanin.online.shop', 'faredras', 'sadegh_delsaf', 'mostafa.__mohammadi', 'sarkhosh_43', 'marjan_zakeriiiii', 'ima.elin', 'abdollah.dehani', 'hossain_1995', 'mtn.1324', 'jmshydrygy29', '4781mobina', 'yousaf_cfz', 'belal_alz', 'e_m_r_a_n___ok', 'jadgall_cfz._', 'zakriya_darakshideh', 'amir.aminio', 'vahid_rashidi.1375', 'kader_jamalzahei', 'hanif.9202', 'shotii_graam', 'uxmid.4i', 'habib_sarbazi6', 'miii__paritaghi1380', 'un32452', 'im___sarina__', 'telma_hpv', 'shabashtablofarsh', 'zakaria_nootizehi', 'safi_islam_video']"
32,32.0,32.0,0.0,ejaz_darkaleh,12,5468,1287,12,5053,1987,"['rashed_jadgall', 'sadeq.darkaleh', 'esi_cfz_11', 'king.yaser1', 'obeid_darkaleh_cfz', 'kamal_30fz', 'haref.dorkaleh.cfz', 'rezwan_dorkaleh', 'borjan.123', 'arbabi_.s', 'kianadelaware1380', 'riy4z_albaloshi', 'saeed_darkaleh_cfz', '_mos_wer_', 'doki_albaloshi_', 'r7min_sh7h', 'samad_r_cfz', '_kaka_0074', 'balouch9934', 'riyaz_darkaleh_cfz', 'ehsan_hoot21', 'rashid_jadgal.cfz', 'j4v4d_.30.fz', 'un32452', 'nasrollah_darkaleh_cfz', 'faramarz_baloch99', '_k4dkhod4ei_.7x', 'sli._16', 'hadi.__.baloch']"
33,33.0,33.0,0.0,faisal_darkaleh,14,1803,347,14,2698,652,"['farhad.jadgall', 'sadeq.darkaleh', 'mojtaba_dehvari6154', 'zober_jadgalll', '6iirin.__', 'nasrollah_darkaleh_cfz', 'a.l2149', 'faramarz_baloch99', 'sidig_sh4h', 'dokhii._.baloch6']"
34,34.0,34.0,0.0,helen._.86_,4,8009,1403,4,21714,3820,"['bilal.__.askani', 'amir._.baloch1', '_roliw_24', 'amirhosin_mobaseri', 'mariyaa_82', 'amir.ganook', '3ardar_00k', 'aliasghar_raisi77', 'hasib__0081', 'sogoll_1620', 'me_rakhshani', 'om4r_brh', 'e_s_m_a_i_l_8', 'aria_b4luch', 'mr.morteza.30fz', 'mahal4s.___', 'balochzahi_pv', 'amin_r57', '_maramook._98', 'ahmadi0k_', 'amiri_1995_']"
35,35.0,35.0,0.0,salam_baloch0,41,33500,2625,24,119149,17753,"['khanok__33', 'azizi._farogh._74', 'tr._.ho', 'gachbora', 'balooch4896', '4mwin_', 'maaz_kalmati1995', 'masood.askani5', 'sadegh._.baloch', 'akhtar__3arbazi10', 'khalaghsho_tv7', 'cozmeticsnegah', 'shahr4m_alon3', 'nadim_sarbazi00fn', 'mehrshad_jadgall', 'pah4ng', 'r7min_sh7h', 'mohsen__30.f.z', 'll_aysanaa_ll007', 'devil._.ar3lan', 'ariyan.__.balochii', 'hamid__raisi_', 'nabatzahi.sarbaz', 'mar.yamcfz6', '_.h4diis', 'shoaib.__.askani', 'yaya._dehdati66', 'sara._28438']"
36,36.0,36.0,0.0,sh4h.dorkaleh,76,14400,3711,24,33062,16011,"['miss_3lh4m', 'jadgaal_cfz.11', 'hasel.darkaleh', '_mi9_4', 'anas_barani', 'amir._.d.1996', 'ejaz_darkaleh', 'faisal_darkaleh', 'masood.askani5', 'sadegh._.baloch', 'moviek._ir', 'yones_balooch_1380', 'talang_n4sir', 'taha_ghasemzaei', 'htyokam_cfz', 'f6x.__z', 'mhmth429', 'king.mooosi.10', 'khalaghiat_.ashpazi', 'mojibghaderi', 'i.yas_i', 'chabahar_gardi_ba.omid', 'momtaz.biwas', 'zahed_30.f.z', 'mhmd5287sd', 'khalaghiat.__ashpazi', 'yaser.gam21', 'shoaib.__.askani']"
37,37.0,37.0,0.0,djmehran6965,15,18100,7061,15,56664,2131,"['i._zakaria', 'hasel.darkaleh', 'sarfaraz_jadgalll', 'shoeib_darkaleh_cfz', 'eli_.829', 'ranraisi0945', 'edris_baloch1997', 'ejaz_darkaleh', 'mamjan7982', 'sssazaas', 'elyas_barichi', 'javid_darkaleh_cfz', 'mil4d._.shah', 'amir.aminio', 'faraz_130', 'i_heh4__', 'mr.mostafa___7', 'j4v4d_.30.fz', 'un32452', 'abed_9396', 'c_f_z_darkaleh', 'hatim_darkaleh_cfz']"
38,38.0,38.0,0.0,r7min_sh7h,6,4136,384,6,7983,2667,"['junaid__db', 'farhad.jadgall', 'azizi._farogh._74', 'habib_.daryaei', 'eli_.829', 'king.yaser1', 'dokht._elnazi', 'farzad_sh4h07', 'parviz_albalushi02', 'sadegh._.baloch', 'mama_rezvan_cfz', 'nabil.jadgall', 'king_0f_askani_x09', 'saeed_darkaleh_cfz', 'sh4h.dorkaleh', 'vahid_balooch1', 'barkat_sh4h', 'r7min_sh7h', 'mr_salmanjan', 'mr._.sajj4d', 'misse.mariy2', 'kaka_.4rmeen', 'zahraybrilliant', 'zahed_30.f.z', 'mosab.___.2832', 'hafeez___mundezi', 'nasrollah_darkaleh_cfz', 'ali.cfz123', 'i.naila_cfz', 'hatim_darkaleh_cfz']"
39,39.0,39.0,0.0,4bdollh._.albaloshi,5,545,715,5,491,169,"['8979_armin', 'mohammad_brahuoi', 'l_.neda_.30fz', 'p1_samer4108', 'shahram_m81', 'r7min_sh7h', 'riyaz_darkaleh_cfz', 'sajedeh_mihan', 'farzad_sh4h07', 'parviz_albalushi02', 'amanhosseini20229']"
40,40.0,40.0,0.0,shoaib.__.askani,33,11600,3620,24,42109,9733,"['mobinoook.official', 'azizi._farogh._74', '6iirin.__', 'salman_askani1998', 'kaka.rahman_cfz', 'abed._.abroon', 'lal_jan_hoot', 'abdol_rhmanhoot', 'masood.askani5', 'helen._.86_', 'najmeh_.2003', 'parviz_nilagi', 'shahr4m_alon3', 'dokhi_seravniokm', 'askani._.007', 'taha_ghasemzaei', 'khalaghsho.tv7', 'saeed_balooch.vip', 'xy22yx', 'askani9101', 'nayab._6', 'cilip.bartr', '0000___official_', 'eli.princce', 'nazirook.dehdati', 'mar.yamcfz6', 'zahed_30.f.z', 'nawab.noor._', 'vah4eid8', 'i.naila_cfz', 'iamask07', 'hamees_meyadad']"
41,41.0,41.0,0.0,its_dipanshu_12,6,238,65,6,485,32,"['i_anujnegi09', 'bu_my_liif', 'mamgianjii', 'pravesh9127', 'reenajoshi520', 'pahadan96', 'a_negi_17_18_', '__kuldeeprawat', 'sumitprasadmamgain', 'sonam_bhandari1', 'k.phadi_girl_']"
42,42.0,42.0,0.0,ajay.ajayrawat.5602,82,628,192,24,2859,355,"['ajay.ajayrawat.5602', 'its_k_9500', '__mohitrawat', 'vinay_rana_9180', 'kanchanrana424', 'pahadan96', 'sr.sachin03', 'vivek07panwar', 'itz___bawa__rohit______', '__kuldeeprawat', 'ash_rwt_uk_14', 'rohit_panwar55', 'r_black_lover8', 'himanshu___panwar____045', 'raveena4840', 'anaa_bhai_07', 'himanshu.rawt.106', 'kr_rawat_104', 'goutamsinghrawat.rawat.7', 'kuldeep_rana_13', 'rahul_rawat_uk_07', 'mr____.pahadi_', 'meenarawat944', 'sunilrana_uk13', 'khushi_mamgain.09__phadi_noni_', 'pk_pancham', 'gaurav_rawat_uk13', 'sanu_negi_3346', 'sumit_rawat_uk13', 'kajal_rawat2402', 'aniket.mamgain457', 'sumit.uk13']"
43,43.0,43.0,0.0,prospermicheal_fresh,13,602,68,12,1409,146,"['lil_rexxzzy', '9japikin_', 'gabriel_max__', 'eddieaka_official_', 'prospermicheal_fresh', 'ghost_boi699', 'toupoubrake', 'lxnshifuu', 'ree_chard___', 'heismirra', 'dawnangel289', 'mr__rihan__ali', 'sharry506', 'goawaynfindyourself', '3parchi__2020', '_lav.d.01', '_bamidele_seun_', 'fhameking_', 'erika_.jun', 'iam_cima_', '_insta_lover101', 'zephyrzavage', 'oluwarotimi283', 'mignon_kassa_la_star_', 'niffah43']"
44,44.0,44.0,0.0,manuella_.xx,6,4321,2305,6,8425,703,"['fashionable_jizil', 'dela___dem', 'i_akweley', 'i.hanaaah', 'kezz_.iah', 'manuella_.xx', 'iam_jarule', 'lowkey.pengg', 'pretty_akua_xx', 'kilodixon17', 'ifycoofficial', 'black_boiqute', 'badman.0g', 'uglymodel_542', 'iam_kaamaofficial', '_annjy_', '1st.magician_', 'tic_boz.88', 'yhaw_ranking1', 'asantewaa__xx', 'ayam_flybowy_kazuka', '_.darkskin.jerry', '_maameserwaa10_', '_yourrr_gurllll._.lie', 'megastone_____', 'mesh2494', 'bhra_skiibii', 'pounds_jnr_', 'be_like_alvin5', 'akosua_.sarf', 'nana__sarfo_', 'angelellissss', 'cool.kev_', 'kei_llah', 'jaytrappy.jt', 'kwekukingz', 'christty.bel', 'kwaku_offset15', 'josephine_.bae', 'dede.irie', 'dearveraa', 'v_roy37', 'richlife_bryan', 'qwesi_trey', 'iam.owuraku', 'maame_.efya', 'gharvenah_styles', 'qwasiblay']"
